address,zipcode,price,housing_type,status,layout,link
"8 E Randolph Street 2505, Chicago, IL 60601",60601,"$460,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,350SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12024035/Chicago/8-E-Randolph-Street-2505
"363 E Wacker Drive 6301, Chicago, IL 60601",60601,"$4,250,000",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '3,448SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12254744/Chicago/363-E-Wacker-Drive-6301
"363 E Wacker Drive 3501, Chicago, IL 60601",60601,"$1,950,000",Condominium,Active,"['3BEDS', '2TOTAL BATHS', '2,480SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12223042/Chicago/363-E-Wacker-Drive-3501
"211 N Harbor Drive 3704, Chicago, IL 60601",60601,"$1,220,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,251SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12196941/Chicago/211-N-Harbor-Drive-3704
"8 E Randolph Street 2502, Chicago, IL 60601 Joffrey Tower Subdivision",60601,"$325,000",Condominium,Active,"['1BED', '1TOTAL BATH', '934SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12216647/Chicago/8-E-Randolph-Street-2502
"363 E Wacker Drive 3703, Chicago, IL 60601",60601,"$1,975,000",Condominium,Active,"['2BEDS', '3TOTAL BATHS', '2,200SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12218191/Chicago/363-E-Wacker-Drive-3703
"155 N HARBOR Drive 4004, Chicago, IL 60601 Harbor Point Subdivision",60601,"$475,000",Condominium,Active,"['1BED', '2TOTAL BATHS', '998SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12220226/Chicago/155-N-HARBOR-Drive-4004
"400 E Randolph Street 1710, Chicago, IL 60601",60601,"$459,500",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,250SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12203882/Chicago/400-E-Randolph-Street-1710
"222 N Columbus Drive 2706, Chicago, IL 60601 Park Millennium Subdivision",60601,"$260,000",Condominium,Active,"['1BED', '1TOTAL BATH', '685SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12219246/Chicago/222-N-Columbus-Drive-2706
"201 N WESTSHORE Drive 907, Chicago, IL 60601 Lancaster Subdivision",60601,"$599,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,446SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12213658/Chicago/201-N-WESTSHORE-Drive-907
"155 N Harbor Drive 1103, Chicago, IL 60601 Harbor Point Subdivision",60601,"$565,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,400SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12210715/Chicago/155-N-Harbor-Drive-1103
"400 E Randolph Street 1618, Chicago, IL 60601",60601,"$279,900",Condominium,Active Under Contract,"['1BED', '1TOTAL BATH', '825SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12209169/Chicago/400-E-Randolph-Street-1618
"201 N Westshore Drive 2108, Chicago, IL 60601",60601,"$570,000",Condominium,Active,"['2BEDS', '3TOTAL BATHS', '1,300SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12213679/Chicago/201-N-Westshore-Drive-2108
"225 N Columbus Drive 8008, Chicago, IL 60601",60601,"$1,599,995",Condominium,Active,"['2BEDS', '3TOTAL BATHS', '1,900SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12208715/Chicago/225-N-Columbus-Drive-8008
"420 E Waterside Drive 3204, Chicago, IL 60601",60601,"$395,000",Condominium,Active,"['1BED', '1TOTAL BATH', '850SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12214038/Chicago/420-E-Waterside-Drive-3204
"450 E Waterside Drive 2805, Chicago, IL 60601",60601,"$380,000",Condominium,Active,"['1BED', '1TOTAL BATH', '904SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12213240/Chicago/450-E-Waterside-Drive-2805
"195 N Harbor Drive 2406, Chicago, IL 60601",60601,"$525,000",Condominium,Active,"['3BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12212907/Chicago/195-N-Harbor-Drive-2406
"225 N Columbus Drive 5408, Chicago, IL 60601",60601,"$465,900",Condominium,Active,"['1BED', '1TOTAL BATH', '650SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12212440/Chicago/225-N-Columbus-Drive-5408
"200 N Dearborn Street 3008, Chicago, IL 60601",60601,"$255,000",Condominium,Active,"['1BED', '1TOTAL BATH', '770SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12206399/Chicago/200-N-Dearborn-Street-3008
"155 N HARBOR Drive 1312-13, Chicago, IL 60601 Harbor Point Subdivision",60601,"$1,375,000",Condominium,Active,"['3BEDS', '4TOTAL BATHS', '2,500SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12211663/Chicago/155-N-HARBOR-Drive-1312-13
"130 N GARLAND Court 57C, Chicago, IL 60602",60602,"$3,250,000",Condominium,Active,"['4BEDS', '4TOTAL BATHS', '5,000SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12103892/Chicago/130-N-GARLAND-Court-57C
"130 N Garland Court 2711-12, Chicago, IL 60602 Heritage at Millennium Park Subdivision",60602,"$2,495,000",Condominium,Active,"['3BEDS', '4TOTAL BATHS', '4,350SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12011146/Chicago/130-N-Garland-Court-2711-12
"130 N Garland Court 5301, Chicago, IL 60602 Heritage at Millennium Park Subdivision",60602,"$1,909,999",Condominium,Active,"['4BEDS', '5TOTAL BATHS', '3,310SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12171126/Chicago/130-N-Garland-Court-5301
"130 N Garland Court 4301, Chicago, IL 60602 Heritage at Millennium Park Subdivision",60602,"$1,200,000",Condominium,Active Under Contract,"['3BEDS', '3TOTAL BATHS', '2,157SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12075736/Chicago/130-N-Garland-Court-4301
"6 N Michigan Avenue 503, Chicago, IL 60602",60602,"$1,195,000",Condominium,Active,"['3BEDS', '4TOTAL BATHS', '3,015SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12013829/Chicago/6-N-Michigan-Avenue-503
"130 N Garland Court 3501, Chicago, IL 60602 Heritage at Millennium Park Subdivision",60602,"$1,100,000",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '2,157SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12216449/Chicago/130-N-Garland-Court-3501
"130 N Garland Court 3803, Chicago, IL 60602 Heritage at Millennium Park Subdivision",60602,"$1,075,000",Condominium,Active,"['2BEDS', '3TOTAL BATHS', '1,758SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12051428/Chicago/130-N-Garland-Court-3803
"130 N Garland Court 4103, Chicago, IL 60602 Heritage at Millennium Park Subdivision",60602,"$899,000",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '1,758SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12003443/Chicago/130-N-Garland-Court-4103
"6 N MICHIGAN Avenue 903, Chicago, IL 60602",60602,"$849,000",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '1,979SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12210762/Chicago/6-N-MICHIGAN-Avenue-903
"130 N GARLAND Court 1701, Chicago, IL 60602",60602,"$699,999",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,544SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12173394/Chicago/130-N-GARLAND-Court-1701
"130 N Garland Court 1709, Chicago, IL 60602",60602,"$615,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,300SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12214841/Chicago/130-N-Garland-Court-1709
"6 N MICHIGAN Avenue 1202, Chicago, IL 60602",60602,"$539,900",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,291SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12176285/Chicago/6-N-MICHIGAN-Avenue-1202
"130 N Garland Court 2608, Chicago, IL 60602",60602,"$344,900",Condominium,Active,"['1BED', '1TOTAL BATH', '809SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12223158/Chicago/130-N-Garland-Court-2608
"20 N State Street 1006, Chicago, IL 60602",60602,"$335,000",Condominium,Active Under Contract,"['2BEDS', '1TOTAL BATH', '900SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12157378/Chicago/20-N-State-Street-1006
"6 N Michigan Avenue 705, Chicago, IL 60602",60602,"$299,000",Condominium,Active,"['1BED', '1TOTAL BATH', '906SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12203973/Chicago/6-N-Michigan-Avenue-705
"6 N Michigan Avenue 1004, Chicago, IL 60602",60602,"$298,000",Condominium,Pending,"['1BED', '1TOTAL BATH', '900SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12104064/Chicago/6-N-Michigan-Avenue-1004
"20 N State Street 501, Chicago, IL 60602",60602,"$240,000",Condominium,Active,"['1BED', '1TOTAL BATH', '755SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12255077/Chicago/20-N-State-Street-501
"20 N State Street 905, Chicago, IL 60602",60602,"$239,000",Condominium,Active,"['1BED', '1TOTAL BATH', '800SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12154330/Chicago/20-N-State-Street-905
"5 N Wabash Avenue 1605, Chicago, IL 60602",60602,"$237,000",Condominium,Active,"['1BED', '1TOTAL BATH', '850SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12217906/Chicago/5-N-Wabash-Avenue-1605
"5 N WABASH Avenue 706, Chicago, IL 60602",60602,"$229,500",Condominium,Active Under Contract,"['1BED', '1TOTAL BATH']",https://bestchicagoproperties.com/listings/listing/MRED/12195774/Chicago/5-N-WABASH-Avenue-706
"60 E MONROE Street 2606, Chicago, IL 60603 The Legacy at Millennium Park Subdivision",60603,"$449,900",Condominium,Active,"['1BED', '2TOTAL BATHS', '975SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12179163/Chicago/60-E-MONROE-Street-2606
"8 W Monroe Street 1005, Chicago, IL 60603 Metropolis Condominiums Subdivision",60603,"$225,000",Condominium,Active,"['1BED', '1TOTAL BATH', '709SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12183962/Chicago/8-W-Monroe-Street-1005
"60 E Monroe Street 3103, Chicago, IL 60603 The Legacy at Millennium Park Subdivision",60603,"$699,900",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,500SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12212615/Chicago/60-E-Monroe-Street-3103
"60 E Monroe Street 5201, Chicago, IL 60603",60603,"$1,850,000",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '2,450SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12210425/Chicago/60-E-Monroe-Street-5201
"8 W Monroe Street 504, Chicago, IL 60603",60603,"$315,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,300SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12209938/Chicago/8-W-Monroe-Street-504
"6 E Monroe Street 1003, Chicago, IL 60603",60603,"$215,000",Townhouse,Active,"['1BED', '1TOTAL BATH']",https://bestchicagoproperties.com/listings/listing/MRED/12208621/Chicago/6-E-Monroe-Street-1003
"60 E Monroe Street 2903, Chicago, IL 60603 The Legacy at Millennium Park Subdivision",60603,"$699,000",Condominium,Active Under Contract,"['2BEDS', '2TOTAL BATHS', '1,500SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12204070/Chicago/60-E-Monroe-Street-2903
"65 E Monroe Street 4603, Chicago, IL 60603",60603,"$369,000",Condominium,Active,"['1BED', '2TOTAL BATHS', '1,039SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12197928/Chicago/65-E-Monroe-Street-4603
"60 E Monroe Street 4903, Chicago, IL 60603 The Legacy at Millennium Park Subdivision",60603,"$765,000",Condominium,Active Under Contract,"['2BEDS', '2TOTAL BATHS', '1,497SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12191596/Chicago/60-E-Monroe-Street-4903
"65 E Monroe Street 4312, Chicago, IL 60603",60603,"$475,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12184628/Chicago/65-E-Monroe-Street-4312
"65 E Monroe Street 4717, Chicago, IL 60603",60603,"$309,000",Condominium,Pending,"['1BED', '1TOTAL BATH', '975SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12174164/Chicago/65-E-Monroe-Street-4717
"60 E Monroe Street 2505, Chicago, IL 60603 The Legacy at Millennium Park Subdivision",60603,"$365,000",Condominium,Pending,"['1BED', '1TOTAL BATH', '875SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12162291/Chicago/60-E-Monroe-Street-2505
"60 E MONROE Street 6202, Chicago, IL 60603",60603,"$1,995,000",Condominium,Active,"['3BEDS', '4TOTAL BATHS', '2,930SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12081960/Chicago/60-E-MONROE-Street-6202
"60 E Monroe Street 6802, Chicago, IL 60603",60603,"$1,999,000",Condominium,Active Under Contract,"['3BEDS', '4TOTAL BATHS', '2,930SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12150265/Chicago/60-E-Monroe-Street-6802
"60 E Monroe Street 1903, Chicago, IL 60603",60603,"$650,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,497SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12144045/Chicago/60-E-Monroe-Street-1903
"60 E Monroe Street 1701, Chicago, IL 60603 The Legacy at Millennium Park Subdivision",60603,"$949,000",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '1,750SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12130699/Chicago/60-E-Monroe-Street-1701
"65 E Monroe Street 4122, Chicago, IL 60603 Park Millennium Subdivision",60603,"$375,000",Condominium,Active,"['1BED', '2TOTAL BATHS', '1,100SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12127584/Chicago/65-E-Monroe-Street-4122
"8 W Monroe Street 1205, Chicago, IL 60603 Metropolis Condominiums Subdivision",60603,"$245,000",Condominium,Active,"['1BED', '1TOTAL BATH', '709SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12100403/Chicago/8-W-Monroe-Street-1205
"60 E Monroe Street 2408, Chicago, IL 60603",60603,"$600,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,342SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12104011/Chicago/60-E-Monroe-Street-2408
"60 E Monroe Street 1901, Chicago, IL 60603",60603,"$899,000",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '1,750SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12099034/Chicago/60-E-Monroe-Street-1901
"310 S Michigan Avenue 2201, Chicago, IL 60604",60604,"$649,000",Condominium,Active,"['2BEDS', '3TOTAL BATHS', '1,800SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12221503/Chicago/310-S-Michigan-Avenue-2201
"310 S Michigan Avenue 1206, Chicago, IL 60604",60604,"$268,000",Condominium,Active Under Contract,"['1BED', '1TOTAL BATH', '791SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12196022/Chicago/310-S-Michigan-Avenue-1206
"330 S MICHIGAN Avenue 1601, Chicago, IL 60604",60604,"$275,000",Condominium,Pending,"['2BEDS', '2TOTAL BATHS', '1,200SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12136855/Chicago/330-S-MICHIGAN-Avenue-1601
"910 S MICHIGAN Avenue 1004, Chicago, IL 60605 Michigan Avenue Lofts Subdivision",60605,"$585,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12187046/Chicago/910-S-MICHIGAN-Avenue-1004
"1440 S Michigan Avenue 422, Chicago, IL 60605",60605,"$219,900",Condominium,Active,"['1BED', '1TOTAL BATH']",https://bestchicagoproperties.com/listings/listing/MRED/12255666/Chicago/1440-S-Michigan-Avenue-422
"600 S Dearborn Street 2004, Chicago, IL 60605 Printers Row Subdivision",60605,"$260,000",Condominium,Active,"['1BED', '1TOTAL BATH', '983SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12254728/Chicago/600-S-Dearborn-Street-2004
"100 E 14th Street 2904, Chicago, IL 60605 Museum Park Subdivision",60605,"$610,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,348SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12222211/Chicago/100-E-14th-Street-2904
"124 W Polk Street 901, Chicago, IL 60605",60605,"$625,000",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '2,600SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12222166/Chicago/124-W-Polk-Street-901
"680 S FEDERAL Street 602, Chicago, IL 60605",60605,"$310,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,200SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12221754/Chicago/680-S-FEDERAL-Street-602
"1160 S MICHIGAN Avenue 1203, Chicago, IL 60605",60605,"$482,500",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,485SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12221661/Chicago/1160-S-MICHIGAN-Avenue-1203
"1201 S Prairie Avenue 402, Chicago, IL 60605 One Museum Park West Subdivision",60605,"$399,000",Townhouse,Active,"['1BED', '1TOTAL BATH', '930SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12221005/Chicago/1201-S-Prairie-Avenue-402
"61 W 15th Street 707, Chicago, IL 60605",60605,"$349,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,171SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12221245/Chicago/61-W-15th-Street-707
"1111 S Wabash Avenue 2504, Chicago, IL 60605",60605,"$389,000",Condominium,Active,"['1BED', '2TOTAL BATHS', '1,279SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12219736/Chicago/1111-S-Wabash-Avenue-2504
"100 E 14th Street 1804, Chicago, IL 60605 1400 Museum Park Subdivision",60605,"$525,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,350SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12219421/Chicago/100-E-14th-Street-1804
"910 S MICHIGAN Avenue 519, Chicago, IL 60605",60605,"$365,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,777SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12219348/Chicago/910-S-MICHIGAN-Avenue-519
"1345 S Wabash Avenue 1203, Chicago, IL 60605",60605,"$375,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12219182/Chicago/1345-S-Wabash-Avenue-1203
"1345 S Wabash Avenue 1609, Chicago, IL 60605",60605,"$335,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,000SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12218366/Chicago/1345-S-Wabash-Avenue-1609
"633 S Plymouth Court 908, Chicago, IL 60605",60605,"$210,000",Condominium,Active,"['1BED', '1TOTAL BATH', '1,000SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12214260/Chicago/633-S-Plymouth-Court-908
"1503 S State Street 506, Chicago, IL 60605",60605,"$350,000",Condominium,Active Under Contract,"['2BEDS', '2TOTAL BATHS', '1,350SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12216809/Chicago/1503-S-State-Street-506
"1071 S Park Terrace 206, Chicago, IL 60605 Dearborn Park Subdivision",60605,"$575,000",Condominium,Active Under Contract,"['4BEDS', '3TOTAL BATHS', '1,682SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12216524/Chicago/1071-S-Park-Terrace-206
"1307 S Wabash Avenue 704, Chicago, IL 60605",60605,"$399,000",Condominium,Active,"['3BEDS', '2TOTAL BATHS', '1,300SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12214169/Chicago/1307-S-Wabash-Avenue-704
"233 E 13th Street 1902, Chicago, IL 60605 Museum Park Subdivision",60605,"$624,900",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,346SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12215275/Chicago/233-E-13th-Street-1902
"1111 S Wabash Avenue 2109, Chicago, IL 60605",60605,"$410,000",Condominium,Active Under Contract,"['2BEDS', '2TOTAL BATHS', '1,438SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12214426/Chicago/1111-S-Wabash-Avenue-2109
"130 S Canal Street 9M, Chicago, IL 60606",60606,"$600,000",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '2,156SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12189260/Chicago/130-S-Canal-Street-9M
"208 W Washington Street 904, Chicago, IL 60606",60606,"$223,000",Condominium,Active,"['1BED', '1TOTAL BATH']",https://bestchicagoproperties.com/listings/listing/MRED/12253991/Chicago/208-W-Washington-Street-904
"208 W Washington Street 1910, Chicago, IL 60606",60606,"$349,999",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,270SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12219451/Chicago/208-W-Washington-Street-1910
"223 W LAKE Street PH-5N, Chicago, IL 60606",60606,"$1,550,000",Condominium,Active,"['3BEDS', '4TOTAL BATHS', '2,700SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12217431/Chicago/223-W-LAKE-Street-PH-5N
"223 W LAKE Street 2S, Chicago, IL 60606",60606,"$1,299,000",Condominium,Active,"['3BEDS', '4TOTAL BATHS', '3,308SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12217392/Chicago/223-W-LAKE-Street-2S
"223 W LAKE Street 2N, Chicago, IL 60606",60606,"$1,099,000",Condominium,Active,"['3BEDS', '4TOTAL BATHS', '2,700SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12217439/Chicago/223-W-LAKE-Street-2N
"345 N Canal Street 1301, Chicago, IL 60606",60606,"$379,000",Condominium,Active,"['2BEDS', '1TOTAL BATH', '1,000SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12213402/Chicago/345-N-Canal-Street-1301
"208 W Washington Street 601, Chicago, IL 60606",60606,"$223,500",Condominium,Active,"['1BED', '1TOTAL BATH', '825SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12212148/Chicago/208-W-Washington-Street-601
"345 N Canal Street 1403, Chicago, IL 60606",60606,"$599,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '2,000SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12207210/Chicago/345-N-Canal-Street-1403
"333 N CANAL Street 2205, Chicago, IL 60606 Riverbend Condominiums Subdivision",60606,"$1,449,000",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '3,700SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12205440/Chicago/333-N-CANAL-Street-2205
"130 S CANAL Street 703, Chicago, IL 60606",60606,"$495,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,526SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12204758/Chicago/130-S-CANAL-Street-703
"130 S CANAL Street 205, Chicago, IL 60606 Metropolitan Place Subdivision",60606,"$425,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,300SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12203562/Chicago/130-S-CANAL-Street-205
"130 S CANAL Street 211, Chicago, IL 60606",60606,"$315,000",Condominium,Active,"['1BED', '1TOTAL BATH', '900SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12203033/Chicago/130-S-CANAL-Street-211
"212 W Washington Street 1605, Chicago, IL 60606",60606,"$499,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,550SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12200600/Chicago/212-W-Washington-Street-1605
"130 S Canal Street 316, Chicago, IL 60606 Metropolitan Place Subdivision",60606,"$325,000",Condominium,Active,"['1BED', '1TOTAL BATH', '1,030SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12185069/Chicago/130-S-Canal-Street-316
"333 N Canal Street 3602, Chicago, IL 60606 Residences at Riverbend Subdivision",60606,"$680,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,631SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12177355/Chicago/333-N-Canal-Street-3602
"165 N CANAL Street 1114, Chicago, IL 60606",60606,"$549,900",Condominium,Active Under Contract,"['2BEDS', '2TOTAL BATHS', '1,600SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12176200/Chicago/165-N-CANAL-Street-1114
"333 N Canal Street 1702, Chicago, IL 60606",60606,"$460,000",Condominium,Active,"['1BED', '2TOTAL BATHS', '1,100SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12170872/Chicago/333-N-Canal-Street-1702
"208 W WASHINGTON Street 1110, Chicago, IL 60606",60606,"$345,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12167240/Chicago/208-W-WASHINGTON-Street-1110
"165 N Canal Street 1525, Chicago, IL 60606",60606,"$449,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,433SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12165601/Chicago/165-N-Canal-Street-1525
"225 S SANGAMON Street 606, Chicago, IL 60607",60607,"$485,000",Condominium,Active Under Contract,"['2BEDS', '2TOTAL BATHS', '1,155SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12147645/Chicago/225-S-SANGAMON-Street-606
"801 S Wells Street 506, Chicago, IL 60607",60607,"$219,000",Condominium,Active,"['1BED', '1TOTAL BATH', '950SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12255315/Chicago/801-S-Wells-Street-506
"700 W VAN BUREN Street 610, Chicago, IL 60607",60607,"$245,000",Condominium,Active,"['1BED', '1TOTAL BATH', '650SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12219634/Chicago/700-W-VAN-BUREN-Street-610
"235 W Van Buren Street 1907, Chicago, IL 60607",60607,"$355,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,128SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12253790/Chicago/235-W-Van-Buren-Street-1907
"1152 W Fulton Market Street 3D, Chicago, IL 60607",60607,"$635,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,500SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12223601/Chicago/1152-W-Fulton-Market-Street-3D
"235 W Van Buren Street 3106, Chicago, IL 60607",60607,"$255,000",Condominium,Active,"['1BED', '1TOTAL BATH', '696SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12223269/Chicago/235-W-Van-Buren-Street-3106
"234 W Polk Street 2707, Chicago, IL 60607",60607,"$457,500",Condominium,Active,"['1BED', '1TOTAL BATH', '760SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12204697/Chicago/234-W-Polk-Street-2707
"500 S Clinton Street 543, Chicago, IL 60607",60607,"$390,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,347SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12221775/Chicago/500-S-Clinton-Street-543
"616 S Laflin Street B, Chicago, IL 60607",60607,"$625,000",Townhouse,Active,"['3BEDS', '4TOTAL BATHS', '2,546SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12221181/Chicago/616-S-Laflin-Street-B
