address,zipcode,price,housing_type,status,layout,link
"545 N Dearborn Street W3505, Chicago, IL 60654",60654,"$719,000",Condominium,Active,"['3BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12216644/Chicago/545-N-Dearborn-Street-W3505
"630 N Franklin Street 611, Chicago, IL 60654",60654,"$395,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,170SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12217013/Chicago/630-N-Franklin-Street-611
"451 W HURON Street 1406, Chicago, IL 60654",60654,"$289,000",Condominium,Active,"['1BED', '1TOTAL BATH', '720SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12214091/Chicago/451-W-HURON-Street-1406
"758 N Larrabee Street 625, Chicago, IL 60654",60654,"$250,000",Condominium,Active,"['1BED', '1TOTAL BATH']",https://bestchicagoproperties.com/listings/listing/MRED/12215747/Chicago/758-N-Larrabee-Street-625
"361 W Superior Street B, Chicago, IL 60654 Tuxedo Park Subdivision",60654,"$1,119,000",Townhouse,Active,"['3BEDS', '3TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12215445/Chicago/361-W-Superior-Street-B
"757 N Orleans Street 2112, Chicago, IL 60654",60654,"$599,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,248SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12214929/Chicago/757-N-Orleans-Street-2112
"700 N Larrabee Street 2015, Chicago, IL 60654 River Place on the Park Subdivision",60654,"$475,000",Condominium,Active Under Contract,"['2BEDS', '2TOTAL BATHS', '1,200SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12214826/Chicago/700-N-Larrabee-Street-2015
"545 N Dearborn Street 2708, Chicago, IL 60654",60654,"$325,000",Condominium,Active,"['1BED', '1TOTAL BATH', '850SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12210421/Chicago/545-N-Dearborn-Street-2708
"460 W Huron Street, Chicago, IL 60654",60654,"$7,500,000",Single Family Residence,Active,"['7BEDS', '11TOTAL BATHS', '10,360SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12213708/Chicago/460-W-Huron-Street
"215 W ILLINOIS Street 4C, Chicago, IL 60654 Anchor Lofts Subdivision",60654,"$725,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '2,200SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12212494/Chicago/215-W-ILLINOIS-Street-4C
"2800 N Lake Shore Drive 507, Chicago, IL 60657",60657,"$275,000",Condominium,Active,"['1BED', '1TOTAL BATH', '900SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12255308/Chicago/2800-N-Lake-Shore-Drive-507
"1243 W NEWPORT Avenue, Chicago, IL 60657",60657,"$899,000",Multi Family,Active,"['5BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12218262/Chicago/1243-W-NEWPORT-Avenue
"816 W Oakdale Avenue 2, Chicago, IL 60657",60657,"$645,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12194701/Chicago/816-W-Oakdale-Avenue-2
"3533 N Greenview Avenue, Chicago, IL 60657",60657,"$3,549,000",Single Family Residence,Active,"['6BEDS', '5TOTAL BATHS', '6,600SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12255161/Chicago/3533-N-Greenview-Avenue
"938 W George Street 2, Chicago, IL 60657",60657,"$489,999",Condominium,Active,"['2BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12254917/Chicago/938-W-George-Street-2
"3042 N Racine Avenue 1, Chicago, IL 60657",60657,"$669,900",Condominium,Active,"['3BEDS', '3TOTAL BATHS', '2,200SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12254070/Chicago/3042-N-Racine-Avenue-1
"3232 N Halsted Street D803, Chicago, IL 60657 Plaza 32 Subdivision",60657,"$475,000",Condominium,Active,"['2BEDS', '1TOTAL BATH', '1,075SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12223542/Chicago/3232-N-Halsted-Street-D803
"2800 N Pine Grove Avenue 7K, Chicago, IL 60657",60657,"$315,000",Townhouse,Active Under Contract,"['2BEDS', '1TOTAL BATH']",https://bestchicagoproperties.com/listings/listing/MRED/12222735/Chicago/2800-N-Pine-Grove-Avenue-7K
"3033 N SHERIDAN Road 1505, Chicago, IL 60657",60657,"$358,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12222620/Chicago/3033-N-SHERIDAN-Road-1505
"1806 W Belmont Avenue 1, Chicago, IL 60657",60657,"$859,900",Condominium,Active,"['3BEDS', '4TOTAL BATHS', '2,200SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12222193/Chicago/1806-W-Belmont-Avenue-1
"450 W BRIAR Place 12D, Chicago, IL 60657",60657,"$249,900",Condominium,Active Under Contract,"['1BED', '1TOTAL BATH']",https://bestchicagoproperties.com/listings/listing/MRED/12214814/Chicago/450-W-BRIAR-Place-12D
"707 W Buckingham Place 1E, Chicago, IL 60657",60657,"$999,000",Condominium,Active,"['4BEDS', '3TOTAL BATHS', '2,600SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12219874/Chicago/707-W-Buckingham-Place-1E
"555 W Cornelia Avenue 808, Chicago, IL 60657",60657,"$219,900",Condominium,Active Under Contract,"['1BED', '1TOTAL BATH']",https://bestchicagoproperties.com/listings/listing/MRED/12221815/Chicago/555-W-Cornelia-Avenue-808
"3150 N Lake Shore Drive 21F, Chicago, IL 60657",60657,"$439,900",Condominium,Active,"['3BEDS', '3TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12221697/Chicago/3150-N-Lake-Shore-Drive-21F
"1839 W HENDERSON Street, Chicago, IL 60657",60657,"$1,350,000",Multi Family,Active,"['7BEDS', '4TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12216715/Chicago/1839-W-HENDERSON-Street
"3551 N WILTON Avenue 1C, Chicago, IL 60657",60657,"$335,000",Condominium,Active,"['1BED', '3TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12194892/Chicago/3551-N-WILTON-Avenue-1C
"1709 W SURF Street, Chicago, IL 60657 Columbia Place Subdivision",60657,"$950,000",Condominium,Active Under Contract,"['4BEDS', '4TOTAL BATHS', '3,033SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12220579/Chicago/1709-W-SURF-Street
"707 W Briar Place 2W, Chicago, IL 60657",60657,"$824,900",Condominium,Active Under Contract,"['3BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12220257/Chicago/707-W-Briar-Place-2W
"2800 N Lake Shore Drive 2417, Chicago, IL 60657",60657,"$525,000",Condominium,Active,"['2BEDS', '2TOTAL BATHS', '1,350SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12220254/Chicago/2800-N-Lake-Shore-Drive-2417
"1447 W Roscoe Street, Chicago, IL 60657",60657,"$950,000",Multi Family,Active Under Contract,"['5BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12198790/Chicago/1447-W-Roscoe-Street
"6161 N Hoyne Avenue 306, Chicago, IL 60659",60659,"$119,888",Condominium,Active,"['2BEDS', '1TOTAL BATH', '735SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12254521/Chicago/6161-N-Hoyne-Avenue-306
"5656 N Kimball Avenue GN, Chicago, IL 60659",60659,"$139,900",Condominium,Active,"['1BED', '1TOTAL BATH']",https://bestchicagoproperties.com/listings/listing/MRED/12254852/Chicago/5656-N-Kimball-Avenue-GN
"2947 W Bryn Mawr Avenue, Chicago, IL 60659",60659,"$855,000",Single Family Residence,Active Under Contract,"['4BEDS', '4TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12223658/Chicago/2947-W-Bryn-Mawr-Avenue
"6040 N Troy Street 410, Chicago, IL 60659",60659,"$130,000",Condominium,Active,"['1BED', '1TOTAL BATH', '1,075SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12210337/Chicago/6040-N-Troy-Street-410
"6248 N Hoyne Avenue C, Chicago, IL 60659",60659,"$429,000",Townhouse,Active,"['3BEDS', '3TOTAL BATHS', '2,000SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12218664/Chicago/6248-N-Hoyne-Avenue-C
"6245 N Rockwell Street, Chicago, IL 60659",60659,"$739,000",Single Family Residence,Active,"['5BEDS', '3TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12219289/Chicago/6245-N-Rockwell-Street
"6102 N Mozart Street 1, Chicago, IL 60659",60659,"$149,000",Condominium,Active Under Contract,"['2BEDS', '1TOTAL BATH', '900SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12214692/Chicago/6102-N-Mozart-Street-1
"6208 N TALMAN Avenue 1, Chicago, IL 60659",60659,"$389,900",Condominium,Active,"['3BEDS', '2TOTAL BATHS', '1,700SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12218478/Chicago/6208-N-TALMAN-Avenue-1
"6325 N Artesian Avenue, Chicago, IL 60659",60659,"$825,000",Multi Family,Active Under Contract,"['11BEDS', '4TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12218216/Chicago/6325-N-Artesian-Avenue
"2556 W ROSEMONT Street 2, Chicago, IL 60659",60659,"$154,500",Condominium,Pending,"['2BEDS', '1TOTAL BATH']",https://bestchicagoproperties.com/listings/listing/MRED/12217099/Chicago/2556-W-ROSEMONT-Street-2
"6208 N Fairfield Avenue, Chicago, IL 60659",60659,"$699,000",Multi Family,Pending,"['8BEDS', '5TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12217214/Chicago/6208-N-Fairfield-Avenue
"3950 W Bryn Mawr Avenue 302, Chicago, IL 60659",60659,"$350,000",Condominium,Active Under Contract,"['2BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12216652/Chicago/3950-W-Bryn-Mawr-Avenue-302
"6214 N Artesian Avenue, Chicago, IL 60659",60659,"$495,000",Multi Family,Active,"['4BEDS', '2TOTAL BATHS']",https://bestchicagoproperties.com/listings/listing/MRED/12214045/Chicago/6214-N-Artesian-Avenue
"5830 N lincoln Avenue 2B, Chicago, IL 60659",60659,"$550,000",Condominium,Active Under Contract,"['3BEDS', '2TOTAL BATHS', '1,800SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12211642/Chicago/5830-N-lincoln-Avenue-2B
"5618 N California Avenue, Chicago, IL 60659",60659,"$599,000",Single Family Residence,Active Under Contract,"['3BEDS', '3TOTAL BATHS', '2,000SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12210776/Chicago/5618-N-California-Avenue
"6312 N Richmond Street 2A, Chicago, IL 60659",60659,"$245,000",Condominium,Active,"['3BEDS', '2TOTAL BATHS', '1,200SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12209418/Chicago/6312-N-Richmond-Street-2A
"5812 N RICHMOND Street, Chicago, IL 60659",60659,"$324,500",Single Family Residence,Active Under Contract,"['2BEDS', '1TOTAL BATH', '907SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12206734/Chicago/5812-N-RICHMOND-Street
"6247 N Ridgeway Avenue, Chicago, IL 60659",60659,"$459,613",Single Family Residence,Active,"['3BEDS', '2TOTAL BATHS', '2,038SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12206849/Chicago/6247-N-Ridgeway-Avenue
"5830 N lincoln Avenue 1B, Chicago, IL 60659",60659,"$975,000",Condominium,Active,"['3BEDS', '4TOTAL BATHS', '3,600SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12206816/Chicago/5830-N-lincoln-Avenue-1B
"5655 N Spaulding Avenue 1E, Chicago, IL 60659",60659,"$169,000",Condominium,Active,"['2BEDS', '1TOTAL BATH', '1,100SQFT']",https://bestchicagoproperties.com/listings/listing/MRED/12206737/Chicago/5655-N-Spaulding-Avenue-1E
